"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2020-07-13"," 9:30:00 AM","2020-07-13"," 3:10:00 PM","","","","","","","25.19","-870.22"
"1.1","2020-07-13"," 9:38:00 AM","2020-07-13"," 9:41:00 AM","PE","21800","Buy","225","101.10","95.90","","-1169.66"
"1.2","2020-07-13"," 9:50:00 AM","2020-07-13"," 9:58:00 AM","PE","21800","Buy","225","107.85","118.14","","2314.58"
"1.3","2020-07-13"," 10:16:00 AM","2020-07-13"," 10:18:00 AM","PE","21700","Buy","225","110.61","101.65","","-2015.13"
"2","2020-07-14"," 9:30:00 AM","2020-07-14"," 3:10:00 PM","","","","","","","26.17","523.59"
"2.1","2020-07-14"," 9:45:00 AM","2020-07-14"," 9:52:00 AM","PE","21100","Buy","225","103.35","101.00","","-529.24"
"2.2","2020-07-14"," 10:16:00 AM","2020-07-14"," 10:24:00 AM","PE","21100","Buy","225","110.56","117.59","","1583.08"
"2.3","2020-07-14"," 10:33:00 AM","2020-07-14"," 10:38:00 AM","PE","21000","Buy","225","107.85","105.50","","-530.25"
"3","2020-07-15"," 9:30:00 AM","2020-07-15"," 3:10:00 PM","","","","","","","26.31","-1876.21"
"3.1","2020-07-15"," 9:31:00 AM","2020-07-15"," 9:34:00 AM","CE","22100","Buy","225","103.90","112.49","","1933.16"
"3.2","2020-07-15"," 2:39:00 PM","2020-07-15"," 2:40:00 PM","PE","21100","Buy","225","115.71","106.35","","-2106.23"
"3.3","2020-07-15"," 9:36:00 AM","2020-07-15"," 9:41:00 AM","CE","22200","Buy","225","101.75","108.50","","1517.60"
"3.4","2020-07-15"," 10:18:00 AM","2020-07-15"," 10:26:00 AM","CE","22200","Buy","225","117.61","113.09","","-1015.95"
"3.5","2020-07-15"," 2:41:00 PM","2020-07-15"," 2:42:00 PM","PE","21000","Buy","225","103.90","94.10","","-2204.77"
"4","2020-07-16"," 9:30:00 AM","2020-07-16"," 3:10:00 PM","","","","","","","26.46","5689.01"
"4.1","2020-07-16"," 9:38:00 AM","2020-07-16"," 9:40:00 AM","CE","21200","Buy","225","98.65","152.62","","12144.23"
"4.2","2020-07-16"," 9:33:00 AM","2020-07-16"," 9:34:00 AM","PE","21000","Buy","225","121.06","111.24","","-2208.63"
"4.3","2020-07-16"," 9:45:00 AM","2020-07-16"," 9:46:00 AM","CE","21300","Buy","225","102.30","94.00","","-1867.08"
"4.4","2020-07-16"," 9:48:00 AM","2020-07-16"," 9:49:00 AM","CE","21300","Buy","225","130.87","120.29","","-2379.50"
"5","2020-07-17"," 9:30:00 AM","2020-07-17"," 3:10:00 PM","","","","","","","25.10","-588.31"
"5.1","2020-07-17"," 10:46:00 AM","2020-07-17"," 10:49:00 AM","PE","20700","Buy","225","105.65","109.10","","774.59"
"5.2","2020-07-17"," 10:51:00 AM","2020-07-17"," 10:52:00 AM","PE","20600","Buy","225","105.45","96.90","","-1924.01"
"5.3","2020-07-17"," 11:07:00 AM","2020-07-17"," 11:12:00 AM","PE","20600","Buy","225","104.90","107.40","","561.12"
"6","2020-07-20"," 9:30:00 AM","2020-07-20"," 3:10:00 PM","","","","","","","24.57","-104.75"
"6.1","2020-07-20"," 9:48:00 AM","2020-07-20"," 9:49:00 AM","CE","23200","Buy","225","110.86","118.89","","1807.90"
"6.2","2020-07-20"," 9:44:00 AM","2020-07-20"," 9:47:00 AM","PE","21400","Buy","225","104.95","96.45","","-1912.66"
"7","2020-07-21"," 9:30:00 AM","2020-07-21"," 3:10:00 PM","","","","","","","24.47","-978.76"
"7.1","2020-07-21"," 2:20:00 PM","2020-07-21"," 2:21:00 PM","CE","23300","Buy","225","102.85","106.55","","831.44"
"7.2","2020-07-21"," 2:41:00 PM","2020-07-21"," 2:42:00 PM","CE","23400","Buy","225","99.35","91.30","","-1810.20"
"8","2020-07-22"," 9:30:00 AM","2020-07-22"," 3:10:00 PM","","","","","","","24.88","8044.85"
"8.1","2020-07-22"," 9:35:00 AM","2020-07-22"," 9:36:00 AM","PE","22400","Buy","225","110.21","163.27","","11939.23"
"8.2","2020-07-22"," 9:38:00 AM","2020-07-22"," 9:39:00 AM","PE","22200","Buy","225","117.01","99.70","","-3894.38"
"9","2020-07-23"," 9:30:00 AM","2020-07-23"," 3:10:00 PM","","","","","","","24.53","-6215.94"
"9.1","2020-07-23"," 11:02:00 AM","2020-07-23"," 11:03:00 AM","CE","22900","Buy","225","129.81","119.29","","-2368.02"
"9.2","2020-07-23"," 9:32:00 AM","2020-07-23"," 9:33:00 AM","PE","22700","Buy","225","89.99","85.71","","-964.77"
"9.3","2020-07-23"," 11:10:00 AM","2020-07-23"," 11:12:00 AM","CE","22900","Buy","225","133.97","123.14","","-2436.42"
"9.4","2020-07-23"," 11:15:00 AM","2020-07-23"," 11:16:00 AM","CE","23000","Buy","225","86.44","84.46","","-446.73"
"10","2020-07-24"," 9:30:00 AM","2020-07-24"," 3:10:00 PM","","","","","","","25.10","6673.50"
"10.1","2020-07-24"," 9:35:00 AM","2020-07-24"," 9:56:00 AM","PE","21600","Buy","225","106.70","99.05","","-1721.90"
"10.2","2020-07-24"," 10:38:00 AM","2020-07-24"," 10:42:00 AM","PE","21600","Buy","225","114.06","136.83","","5124.27"
"10.3","2020-07-24"," 11:00:00 AM","2020-07-24"," 11:06:00 AM","PE","21400","Buy","225","104.40","118.94","","3271.12"
"11","2020-07-27"," 9:30:00 AM","2020-07-27"," 3:10:00 PM","","","","","","","25.63","-4775.71"
"11.1","2020-07-27"," 9:32:00 AM","2020-07-27"," 9:33:00 AM","PE","21300","Buy","225","109.30","100.45","","-1992.35"
"11.2","2020-07-27"," 11:29:00 AM","2020-07-27"," 11:31:00 AM","PE","21300","Buy","225","110.05","107.15","","-654.43"
"11.3","2020-07-27"," 1:28:00 PM","2020-07-27"," 1:29:00 PM","PE","21300","Buy","225","116.66","107.20","","-2128.93"
"12","2020-07-28"," 9:30:00 AM","2020-07-28"," 3:10:00 PM","","","","","","","24.86","11666.69"
"12.1","2020-07-28"," 2:31:00 PM","2020-07-28"," 2:36:00 PM","CE","22700","Buy","225","109.65","120.79","","2505.32"
"12.2","2020-07-28"," 9:47:00 AM","2020-07-28"," 9:53:00 AM","PE","21400","Buy","225","109.65","150.77","","9251.95"
"12.3","2020-07-28"," 10:08:00 AM","2020-07-28"," 10:10:00 AM","PE","21200","Buy","225","102.65","107.35","","1056.38"
"12.4","2020-07-28"," 10:11:00 AM","2020-07-28"," 10:12:00 AM","PE","21100","Buy","225","100.15","95.05","","-1146.96"
"13","2020-07-29"," 9:30:00 AM","2020-07-29"," 2:47:00 PM","","","","","","","23.85","5860.19"
"13.1","2020-07-29"," 9:33:00 AM","2020-07-29"," 9:35:00 AM","CE","22700","Buy","225","98.35","90.40","","-1787.48"
"13.2","2020-07-29"," 9:37:00 AM","2020-07-29"," 9:39:00 AM","PE","21900","Buy","225","96.45","152.62","","12639.48"
"13.3","2020-07-29"," 11:33:00 AM","2020-07-29"," 11:36:00 AM","CE","22700","Buy","225","98.80","101.80","","674.93"
"13.4","2020-07-29"," 9:40:00 AM","2020-07-29"," 9:41:00 AM","PE","21800","Buy","225","116.36","109.95","","-1442.96"
"13.5","2020-07-29"," 2:46:00 PM","2020-07-29"," 2:47:00 PM","PE","21800","Buy","225","121.06","111.24","","-2208.63"
"13.6","2020-07-29"," 11:46:00 AM","2020-07-29"," 11:48:00 AM","CE","22700","Buy","225","110.66","101.70","","-2015.14"
"14","2020-07-30"," 9:30:00 AM","2020-07-30"," 3:10:00 PM","","","","","","","23.72","-3378.21"
"14.1","2020-07-30"," 9:31:00 AM","2020-07-30"," 9:32:00 AM","PE","22100","Buy","225","96.85","100.00","","709.10"
"14.2","2020-07-30"," 9:34:00 AM","2020-07-30"," 9:35:00 AM","PE","22100","Buy","225","107.10","98.45","","-1946.87"
"14.3","2020-07-30"," 9:42:00 AM","2020-07-30"," 9:43:00 AM","PE","22100","Buy","225","117.81","108.30","","-2140.44"
"15","2020-07-31"," 9:30:00 AM","2020-07-31"," 3:10:00 PM","","","","","","","24.66","120.93"
"15.1","2020-07-31"," 9:41:00 AM","2020-07-31"," 9:44:00 AM","CE","22600","Buy","225","116.71","139.23","","5067.46"
"15.2","2020-07-31"," 10:12:00 AM","2020-07-31"," 10:17:00 AM","PE","20500","Buy","225","116.61","107.20","","-2117.68"
"15.3","2020-07-31"," 11:11:00 AM","2020-07-31"," 11:16:00 AM","PE","20500","Buy","225","112.26","105.15","","-1599.46"
"15.4","2020-07-31"," 11:26:00 AM","2020-07-31"," 11:34:00 AM","PE","20500","Buy","225","116.71","111.24","","-1229.39"
"16","2020-08-03"," 9:30:00 AM","2020-08-03"," 3:10:00 PM","","","","","","","25.37","259.90"
"16.1","2020-08-03"," 9:48:00 AM","2020-08-03"," 9:53:00 AM","PE","20600","Buy","225","111.56","108.55","","-677.26"
"16.2","2020-08-03"," 12:39:00 PM","2020-08-03"," 12:43:00 PM","PE","20600","Buy","225","117.76","124.24","","1457.77"
"16.3","2020-08-03"," 1:00:00 PM","2020-08-03"," 1:03:00 PM","PE","20500","Buy","225","115.01","112.69","","-520.62"
"17","2020-08-04"," 9:30:00 AM","2020-08-04"," 3:10:00 PM","","","","","","","24.72","2378.09"
"17.1","2020-08-04"," 9:48:00 AM","2020-08-04"," 9:53:00 AM","CE","21800","Buy","225","102.85","112.54","","2180.77"
"17.2","2020-08-04"," 9:31:00 AM","2020-08-04"," 9:34:00 AM","PE","20600","Buy","225","111.71","115.64","","885.67"
"17.3","2020-08-04"," 10:33:00 AM","2020-08-04"," 10:42:00 AM","CE","21900","Buy","225","101.45","102.25","","179.58"
"17.4","2020-08-04"," 11:25:00 AM","2020-08-04"," 11:36:00 AM","CE","21900","Buy","225","109.40","105.55","","-867.93"
"18","2020-08-05"," 9:30:00 AM","2020-08-05"," 3:10:00 PM","","","","","","","23.71","34762.35"
"18.1","2020-08-05"," 9:32:00 AM","2020-08-05"," 9:37:00 AM","CE","22000","Buy","225","119.06","144.43","","5707.86"
"18.2","2020-08-05"," 11:58:00 AM","2020-08-05"," 11:59:00 AM","PE","21400","Buy","225","101.80","171.51","","15685.50"
"18.3","2020-08-05"," 9:50:00 AM","2020-08-05"," 9:51:00 AM","CE","22100","Buy","225","120.46","157.67","","8372.46"
"18.4","2020-08-05"," 9:53:00 AM","2020-08-05"," 9:54:00 AM","CE","22200","Buy","225","120.76","119.99","","-173.33"
"18.5","2020-08-05"," 12:00:00 PM","2020-08-05"," 12:01:00 PM","PE","21200","Buy","225","111.31","134.28","","5169.87"
"19","2020-08-06"," 9:30:00 AM","2020-08-06"," 12:28:00 PM","","","","","","","23.57","-3200.43"
"19.1","2020-08-06"," 9:35:00 AM","2020-08-06"," 9:39:00 AM","CE","21800","Buy","225","92.05","91.60","","-99.41"
"19.2","2020-08-06"," 9:31:00 AM","2020-08-06"," 9:32:00 AM","PE","21400","Buy","225","127.56","117.24","","-2322.54"
"19.3","2020-08-06"," 11:08:00 AM","2020-08-06"," 11:09:00 AM","PE","21400","Buy","225","126.36","139.13","","2872.63"
"19.4","2020-08-06"," 10:21:00 AM","2020-08-06"," 10:22:00 AM","CE","21800","Buy","225","101.85","112.59","","2417.12"
"19.5","2020-08-06"," 12:27:00 PM","2020-08-06"," 12:28:00 PM","CE","21800","Buy","225","121.51","103.60","","-4030.32"
"19.6","2020-08-06"," 11:30:00 AM","2020-08-06"," 11:31:00 AM","PE","21300","Buy","225","111.91","102.85","","-2037.91"
"20","2020-08-07"," 9:30:00 AM","2020-08-07"," 3:10:00 PM","","","","","","","23.17","-314.68"
"20.1","2020-08-07"," 9:40:00 AM","2020-08-07"," 9:43:00 AM","CE","22300","Buy","225","111.71","120.64","","2010.11"
"20.2","2020-08-07"," 9:32:00 AM","2020-08-07"," 9:34:00 AM","PE","20600","Buy","225","109.00","100.20","","-1981.04"
"20.3","2020-08-07"," 9:47:00 AM","2020-08-07"," 9:52:00 AM","CE","22400","Buy","225","108.60","109.80","","267.93"
"20.4","2020-08-07"," 12:01:00 PM","2020-08-07"," 12:13:00 PM","CE","22400","Buy","225","119.96","117.24","","-611.69"
"21","2020-08-10"," 9:30:00 AM","2020-08-10"," 3:10:00 PM","","","","","","","22.78","-2147.90"
"21.1","2020-08-10"," 9:33:00 AM","2020-08-10"," 9:37:00 AM","CE","22600","Buy","225","110.96","102.00","","-2015.21"
"21.2","2020-08-10"," 10:27:00 AM","2020-08-10"," 10:30:00 AM","PE","21400","Buy","225","119.41","109.75","","-2174.53"
"21.3","2020-08-10"," 9:43:00 AM","2020-08-10"," 9:45:00 AM","CE","22600","Buy","225","110.21","118.29","","1819.29"
"21.4","2020-08-10"," 12:31:00 PM","2020-08-10"," 12:33:00 PM","PE","21300","Buy","225","103.45","95.10","","-1878.59"
"21.5","2020-08-10"," 2:13:00 PM","2020-08-10"," 2:14:00 PM","PE","21300","Buy","225","106.95","116.29","","2101.13"
"22","2020-08-11"," 9:30:00 AM","2020-08-11"," 3:10:00 PM","","","","","","","21.58","-1929.23"
"22.1","2020-08-11"," 9:39:00 AM","2020-08-11"," 9:45:00 AM","PE","21800","Buy","225","110.26","110.34","","20.18"
"22.2","2020-08-11"," 11:03:00 AM","2020-08-11"," 11:12:00 AM","PE","21800","Buy","225","120.31","113.59","","-1511.31"
"22.3","2020-08-11"," 11:16:00 AM","2020-08-11"," 11:23:00 AM","PE","21700","Buy","225","98.10","96.15","","-438.10"
"23","2020-08-12"," 9:30:00 AM","2020-08-12"," 3:10:00 PM","","","","","","","21.63","-1584.62"
"23.1","2020-08-12"," 9:33:00 AM","2020-08-12"," 9:37:00 AM","CE","22300","Buy","225","125.21","119.09","","-1377.48"
"23.2","2020-08-12"," 9:40:00 AM","2020-08-12"," 9:43:00 AM","CE","22400","Buy","225","94.35","103.70","","2103.97"
"23.3","2020-08-12"," 12:23:00 PM","2020-08-12"," 12:28:00 PM","CE","22400","Buy","225","126.71","116.44","","-2311.10"
"24","2020-08-13"," 9:30:00 AM","2020-08-13"," 3:10:00 PM","","","","","","","20.55","7018.30"
"24.1","2020-08-13"," 9:43:00 AM","2020-08-13"," 9:51:00 AM","CE","22400","Buy","225","117.16","115.69","","-329.95"
"24.2","2020-08-13"," 11:41:00 AM","2020-08-13"," 11:42:00 AM","PE","22400","Buy","225","124.96","173.81","","10991.39"
"24.3","2020-08-13"," 11:46:00 AM","2020-08-13"," 11:47:00 AM","PE","22300","Buy","225","106.95","98.30","","-1946.84"
"24.4","2020-08-13"," 11:52:00 AM","2020-08-13"," 11:53:00 AM","PE","22300","Buy","225","92.90","85.36","","-1696.30"
"25","2020-08-14"," 9:30:00 AM","2020-08-14"," 3:10:00 PM","","","","","","","19.71","-3839.23"
"25.1","2020-08-14"," 9:46:00 AM","2020-08-14"," 9:57:00 AM","PE","21700","Buy","225","119.26","111.59","","-1724.72"
"25.2","2020-08-14"," 10:21:00 AM","2020-08-14"," 10:32:00 AM","PE","21600","Buy","225","100.80","92.65","","-1833.01"
"25.3","2020-08-14"," 1:31:00 PM","2020-08-14"," 1:33:00 PM","PE","21600","Buy","225","101.70","100.45","","-281.49"
"26","2020-08-17"," 9:30:00 AM","2020-08-17"," 3:10:00 PM","","","","","","","22.16","17191.57"
"26.1","2020-08-17"," 9:33:00 AM","2020-08-17"," 9:37:00 AM","PE","21200","Buy","225","103.20","108.85","","1269.89"
"26.2","2020-08-17"," 9:39:00 AM","2020-08-17"," 9:40:00 AM","PE","21100","Buy","225","101.60","172.36","","15921.67"
"27","2020-08-18"," 9:30:00 AM","2020-08-18"," 3:10:00 PM","","","","","","","20.84","6833.56"
"27.1","2020-08-18"," 1:34:00 PM","2020-08-18"," 1:35:00 PM","CE","22200","Buy","225","98.95","120.94","","4947.76"
"27.2","2020-08-18"," 9:43:00 AM","2020-08-18"," 9:54:00 AM","PE","21400","Buy","225","118.96","113.34","","-1263.63"
"27.3","2020-08-18"," 1:54:00 PM","2020-08-18"," 1:55:00 PM","CE","22300","Buy","225","98.25","88.16","","-2270.97"
"27.4","2020-08-18"," 2:01:00 PM","2020-08-18"," 2:02:00 PM","CE","22300","Buy","225","97.25","121.34","","5420.41"
"28","2020-08-19"," 9:30:00 AM","2020-08-19"," 3:10:00 PM","","","","","","","20.12","-2697.22"
"28.1","2020-08-19"," 10:12:00 AM","2020-08-19"," 10:14:00 AM","CE","22500","Buy","225","124.36","119.29","","-1141.16"
"28.2","2020-08-19"," 9:49:00 AM","2020-08-19"," 9:53:00 AM","PE","22100","Buy","225","97.85","106.95","","2046.96"
"28.3","2020-08-19"," 11:16:00 AM","2020-08-19"," 11:17:00 AM","PE","22100","Buy","225","116.31","106.90","","-2117.61"
"28.4","2020-08-19"," 10:30:00 AM","2020-08-19"," 10:34:00 AM","CE","22600","Buy","225","90.70","91.35","","148.27"
"28.5","2020-08-19"," 1:41:00 PM","2020-08-19"," 1:42:00 PM","PE","22100","Buy","225","114.41","107.15","","-1633.67"
"29","2020-08-20"," 9:30:00 AM","2020-08-20"," 3:10:00 PM","","","","","","","20.57","-4131.99"
"29.1","2020-08-20"," 9:39:00 AM","2020-08-20"," 9:40:00 AM","CE","22000","Buy","225","105.80","128.24","","5047.42"
"29.2","2020-08-20"," 9:33:00 AM","2020-08-20"," 9:35:00 AM","PE","22000","Buy","225","127.21","120.94","","-1411.67"
"29.3","2020-08-20"," 12:36:00 PM","2020-08-20"," 12:37:00 PM","PE","22000","Buy","225","128.11","114.89","","-2974.84"
"29.4","2020-08-20"," 11:53:00 AM","2020-08-20"," 11:54:00 AM","CE","22000","Buy","225","133.07","118.19","","-3347.02"
"29.5","2020-08-20"," 12:42:00 PM","2020-08-20"," 12:43:00 PM","PE","21900","Buy","225","79.39","72.96","","-1445.89"
"30","2020-08-21"," 9:30:00 AM","2020-08-21"," 3:10:00 PM","","","","","","","19.87","-1958.22"
"30.1","2020-08-21"," 9:46:00 AM","2020-08-21"," 9:48:00 AM","CE","22800","Buy","225","107.55","98.85","","-1958.22"
"31","2020-08-24"," 9:30:00 AM","2020-08-24"," 3:10:00 PM","","","","","","","19.98","10923.56"
"31.1","2020-08-24"," 11:11:00 AM","2020-08-24"," 11:15:00 AM","CE","22900","Buy","225","119.26","128.59","","2098.37"
"31.2","2020-08-24"," 11:45:00 AM","2020-08-24"," 11:46:00 AM","CE","23000","Buy","225","103.85","127.44","","5306.48"
"31.3","2020-08-24"," 11:55:00 AM","2020-08-24"," 11:58:00 AM","CE","23100","Buy","225","103.45","119.09","","3518.71"
"32","2020-08-25"," 9:30:00 AM","2020-08-25"," 3:10:00 PM","","","","","","","18.89","5930.54"
"32.1","2020-08-25"," 10:37:00 AM","2020-08-25"," 10:41:00 AM","PE","22700","Buy","225","105.65","150.07","","9994.98"
"32.2","2020-08-25"," 10:51:00 AM","2020-08-25"," 10:52:00 AM","PE","22500","Buy","225","110.61","101.65","","-2015.13"
"32.3","2020-08-25"," 10:54:00 AM","2020-08-25"," 10:56:00 AM","PE","22500","Buy","225","112.61","103.50","","-2049.31"
"33","2020-08-26"," 9:30:00 AM","2020-08-26"," 3:10:00 PM","","","","","","","18.92","-1917.87"
"33.1","2020-08-26"," 9:33:00 AM","2020-08-26"," 9:36:00 AM","CE","23400","Buy","225","113.31","111.14","","-486.50"
"33.2","2020-08-26"," 10:28:00 AM","2020-08-26"," 10:33:00 AM","CE","23400","Buy","225","121.36","120.54","","-184.71"
"33.3","2020-08-26"," 2:52:00 PM","2020-08-26"," 2:53:00 PM","CE","23500","Buy","225","93.45","87.91","","-1246.65"
"34","2020-08-27"," 9:30:00 AM","2020-08-27"," 3:10:00 PM","","","","","","","19.25","1002.35"
"34.1","2020-08-27"," 9:34:00 AM","2020-08-27"," 9:40:00 AM","PE","23600","Buy","225","92.90","97.35","","1002.35"
"35","2020-08-28"," 9:30:00 AM","2020-08-28"," 3:10:00 PM","","","","","","","18.21","38382.58"
"35.1","2020-08-28"," 10:13:00 AM","2020-08-28"," 10:15:00 AM","CE","24400","Buy","225","109.55","100.70","","-1992.40"
"35.2","2020-08-28"," 10:30:00 AM","2020-08-28"," 10:31:00 AM","CE","24400","Buy","225","113.71","291.40","","39981.92"
"35.3","2020-08-28"," 10:37:00 AM","2020-08-28"," 10:38:00 AM","CE","24900","Buy","225","102.15","103.90","","393.07"
"36","2020-08-31"," 9:30:00 AM","2020-08-31"," 3:10:00 PM","","","","","","","18.59","-3289.20"
"36.1","2020-08-31"," 9:32:00 AM","2020-08-31"," 9:33:00 AM","CE","26000","Buy","225","106.85","106.20","","-147.72"
"36.2","2020-08-31"," 9:31:00 AM","2020-08-31"," 9:32:00 AM","PE","23700","Buy","225","105.95","89.26","","-3756.96"
"36.3","2020-08-31"," 9:33:00 AM","2020-08-31"," 9:36:00 AM","PE","23800","Buy","225","104.15","107.70","","797.42"
"36.4","2020-08-31"," 10:01:00 AM","2020-08-31"," 10:02:00 AM","PE","23800","Buy","225","109.00","108.20","","-181.94"
"37","2020-09-01"," 9:30:00 AM","2020-09-01"," 3:10:00 PM","","","","","","","22.14","2904.87"
"37.1","2020-09-01"," 9:33:00 AM","2020-09-01"," 9:35:00 AM","CE","25300","Buy","225","102.55","100.25","","-517.82"
"37.2","2020-09-01"," 9:41:00 AM","2020-09-01"," 9:42:00 AM","PE","22800","Buy","225","111.11","102.10","","-2026.48"
"37.3","2020-09-01"," 9:47:00 AM","2020-09-01"," 9:49:00 AM","PE","22800","Buy","225","107.90","106.15","","-395.33"
"37.4","2020-09-01"," 9:51:00 AM","2020-09-01"," 9:54:00 AM","PE","22700","Buy","225","111.46","137.43","","5844.50"
"38","2020-09-02"," 9:30:00 AM","2020-09-02"," 3:10:00 PM","","","","","","","21.66","154.55"
"38.1","2020-09-02"," 10:13:00 AM","2020-09-02"," 10:16:00 AM","PE","23100","Buy","225","101.95","98.70","","-731.32"
"38.2","2020-09-02"," 10:21:00 AM","2020-09-02"," 10:26:00 AM","PE","23100","Buy","225","107.05","119.39","","2775.77"
"38.3","2020-09-02"," 10:32:00 AM","2020-09-02"," 10:33:00 AM","PE","23000","Buy","225","103.75","95.35","","-1889.90"
"39","2020-09-03"," 9:30:00 AM","2020-09-03"," 3:10:00 PM","","","","","","","20.78","8740.61"
"39.1","2020-09-03"," 9:38:00 AM","2020-09-03"," 9:40:00 AM","CE","23900","Buy","225","104.40","95.95","","-1901.29"
"39.2","2020-09-03"," 9:31:00 AM","2020-09-03"," 9:32:00 AM","PE","23800","Buy","225","99.75","102.65","","652.23"
"39.3","2020-09-03"," 9:55:00 AM","2020-09-03"," 9:57:00 AM","PE","23800","Buy","225","116.31","114.89","","-318.51"
"39.4","2020-09-03"," 9:58:00 AM","2020-09-03"," 10:00:00 AM","PE","23800","Buy","225","112.96","158.77","","10308.18"
"40","2020-09-04"," 9:30:00 AM","2020-09-04"," 3:10:00 PM","","","","","","","22.12","1520.91"
"40.1","2020-09-04"," 9:40:00 AM","2020-09-04"," 9:45:00 AM","CE","24000","Buy","225","114.01","115.79","","401.65"
"40.2","2020-09-04"," 9:48:00 AM","2020-09-04"," 9:52:00 AM","CE","24100","Buy","225","108.40","122.64","","3202.76"
"40.3","2020-09-04"," 1:02:00 PM","2020-09-04"," 1:04:00 PM","CE","24200","Buy","225","114.61","105.35","","-2083.49"
"41","2020-09-07"," 9:30:00 AM","2020-09-07"," 3:10:00 PM","","","","","","","22.35","-1772.27"
"41.1","2020-09-07"," 9:49:00 AM","2020-09-07"," 9:50:00 AM","CE","23700","Buy","225","108.60","115.79","","1617.25"
"41.2","2020-09-07"," 9:33:00 AM","2020-09-07"," 9:38:00 AM","PE","22000","Buy","225","104.20","100.75","","-776.81"
"41.3","2020-09-07"," 9:51:00 AM","2020-09-07"," 9:53:00 AM","CE","23800","Buy","225","105.20","100.70","","-1013.16"
"41.4","2020-09-07"," 9:54:00 AM","2020-09-07"," 9:55:00 AM","CE","23800","Buy","225","112.71","105.60","","-1599.56"
"42","2020-09-08"," 9:30:00 AM","2020-09-08"," 3:10:00 PM","","","","","","","22.10","-3298.54"
"42.1","2020-09-08"," 10:32:00 AM","2020-09-08"," 10:36:00 AM","CE","23500","Buy","225","102.55","96.25","","-1417.37"
"42.2","2020-09-08"," 9:33:00 AM","2020-09-08"," 9:37:00 AM","PE","22300","Buy","225","111.51","104.50","","-1576.80"
"42.3","2020-09-08"," 10:40:00 AM","2020-09-08"," 10:43:00 AM","CE","23500","Buy","225","103.45","102.10","","-304.37"
"43","2020-09-09"," 9:30:00 AM","2020-09-09"," 3:10:00 PM","","","","","","","22.59","9844.78"
"43.1","2020-09-09"," 9:50:00 AM","2020-09-09"," 9:52:00 AM","PE","22200","Buy","225","102.40","124.59","","4991.96"
"43.2","2020-09-09"," 9:56:00 AM","2020-09-09"," 9:58:00 AM","PE","22100","Buy","225","110.05","138.63","","6429.52"
"43.3","2020-09-09"," 10:00:00 AM","2020-09-09"," 10:01:00 AM","PE","22000","Buy","225","111.06","104.05","","-1576.70"
"44","2020-09-10"," 9:30:00 AM","2020-09-10"," 10:56:00 AM","","","","","","","21.50","7889.76"
"44.1","2020-09-10"," 10:45:00 AM","2020-09-10"," 10:46:00 AM","CE","22500","Buy","225","102.05","120.79","","4216.18"
"44.2","2020-09-10"," 9:31:00 AM","2020-09-10"," 9:33:00 AM","PE","22500","Buy","225","102.65","95.35","","-1642.27"
"44.3","2020-09-10"," 9:38:00 AM","2020-09-10"," 9:39:00 AM","PE","22500","Buy","225","103.50","97.10","","-1440.07"
"44.4","2020-09-10"," 9:42:00 AM","2020-09-10"," 9:43:00 AM","PE","22500","Buy","225","101.60","93.40","","-1844.44"
"44.5","2020-09-10"," 10:47:00 AM","2020-09-10"," 10:48:00 AM","CE","22500","Buy","225","127.66","135.33","","1725.41"
"44.6","2020-09-10"," 10:54:00 AM","2020-09-10"," 10:56:00 AM","CE","22600","Buy","225","79.39","109.95","","6874.95"
"45","2020-09-11"," 9:30:00 AM","2020-09-11"," 3:10:00 PM","","","","","","","21.00","3909.45"
"45.1","2020-09-11"," 9:39:00 AM","2020-09-11"," 9:41:00 AM","PE","21800","Buy","225","102.45","115.14","","2855.52"
"45.2","2020-09-11"," 9:42:00 AM","2020-09-11"," 9:43:00 AM","PE","21700","Buy","225","106.85","115.19","","1876.27"
"45.3","2020-09-11"," 9:51:00 AM","2020-09-11"," 9:53:00 AM","PE","21600","Buy","225","106.65","103.00","","-822.34"
"46","2020-09-14"," 9:30:00 AM","2020-09-14"," 3:10:00 PM","","","","","","","20.67","43.75"
"46.1","2020-09-14"," 9:34:00 AM","2020-09-14"," 9:35:00 AM","PE","22200","Buy","225","119.96","132.23","","2761.63"
"46.2","2020-09-14"," 10:18:00 AM","2020-09-14"," 10:19:00 AM","PE","22100","Buy","225","116.96","107.50","","-2129.00"
"46.3","2020-09-14"," 12:29:00 PM","2020-09-14"," 12:32:00 PM","PE","22100","Buy","225","118.56","115.94","","-588.88"
"47","2020-09-15"," 9:30:00 AM","2020-09-15"," 3:10:00 PM","","","","","","","20.85","342.43"
"47.1","2020-09-15"," 9:34:00 AM","2020-09-15"," 9:38:00 AM","CE","22800","Buy","225","109.60","117.74","","1830.67"
"47.2","2020-09-15"," 10:04:00 AM","2020-09-15"," 10:06:00 AM","PE","21600","Buy","225","110.81","104.85","","-1340.51"
"47.3","2020-09-15"," 9:47:00 AM","2020-09-15"," 9:49:00 AM","CE","22900","Buy","225","106.90","106.25","","-147.73"
"48","2020-09-16"," 9:30:00 AM","2020-09-16"," 2:16:00 PM","","","","","","","20.42","1000.96"
"48.1","2020-09-16"," 9:50:00 AM","2020-09-16"," 10:02:00 AM","CE","22700","Buy","225","118.21","115.64","","-577.56"
