"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"487.5","2022-06-30"," 10:21:00 AM","2022-06-30"," 10:22:00 AM","PE","33200","Buy","225","106.95","98.30","","-1946.84"
"487.6","2022-06-30"," 12:31:00 PM","2022-06-30"," 12:32:00 PM","PE","33200","Buy","225","106.25","94.15","","-2722.54"
"488","2022-07-01"," 9:30:00 AM","2022-07-01"," 3:10:00 PM","","","","","","","21.86","3898.05"
"488.1","2022-07-01"," 10:24:00 AM","2022-07-01"," 10:47:00 AM","CE","34100","Buy","225","101.20","102.00","","179.64"
"488.2","2022-07-01"," 11:21:00 AM","2022-07-01"," 11:31:00 AM","CE","34100","Buy","225","113.21","113.04","","-36.70"
"488.3","2022-07-01"," 12:58:00 PM","2022-07-01"," 1:11:00 PM","CE","34200","Buy","225","102.25","118.94","","3755.11"
"489","2022-07-04"," 9:30:00 AM","2022-07-04"," 3:10:00 PM","","","","","","","21.91","5225.14"
"489.1","2022-07-04"," 2:59:00 PM","2022-07-04"," 3:01:00 PM","CE","34400","Buy","225","103.50","100.10","","-765.40"
"489.2","2022-07-04"," 9:42:00 AM","2022-07-04"," 9:49:00 AM","PE","32900","Buy","225","102.70","127.39","","5554.11"
"489.3","2022-07-04"," 3:08:00 PM","2022-07-04"," 3:10:00 PM","CE","34400","Buy","225","109.35","111.29","","436.43"
"490","2022-07-05"," 9:30:00 AM","2022-07-05"," 2:57:00 PM","","","","","","","20.75","2845.30"
"490.1","2022-07-05"," 9:44:00 AM","2022-07-05"," 9:46:00 AM","CE","34600","Buy","225","97.85","98.95","","247.86"
"490.2","2022-07-05"," 1:58:00 PM","2022-07-05"," 1:59:00 PM","PE","33600","Buy","225","99.60","107.55","","1787.95"
"490.3","2022-07-05"," 9:52:00 AM","2022-07-05"," 9:55:00 AM","CE","34600","Buy","225","108.30","108.55","","54.35"
"490.4","2022-07-05"," 9:57:00 AM","2022-07-05"," 10:07:00 AM","CE","34600","Buy","225","119.71","112.04","","-1724.82"
"490.5","2022-07-05"," 2:41:00 PM","2022-07-05"," 2:43:00 PM","PE","33600","Buy","225","118.31","117.74","","-127.81"
"490.6","2022-07-05"," 2:52:00 PM","2022-07-05"," 2:57:00 PM","PE","33500","Buy","225","104.10","115.69","","2607.77"
"491","2022-07-06"," 9:30:00 AM","2022-07-06"," 3:10:00 PM","","","","","","","20.48","1604.24"
"491.1","2022-07-06"," 10:47:00 AM","2022-07-06"," 10:48:00 AM","CE","34400","Buy","225","105.60","104.05","","-349.84"
"491.2","2022-07-06"," 9:34:00 AM","2022-07-06"," 9:38:00 AM","PE","33800","Buy","225","108.50","99.70","","-1980.92"
"491.3","2022-07-06"," 9:41:00 AM","2022-07-06"," 9:46:00 AM","PE","33800","Buy","225","110.71","144.73","","7655.01"
"491.4","2022-07-06"," 10:50:00 AM","2022-07-06"," 10:51:00 AM","CE","34400","Buy","225","117.71","111.19","","-1465.75"
"491.5","2022-07-06"," 12:34:00 PM","2022-07-06"," 12:35:00 PM","CE","34400","Buy","225","123.96","113.94","","-2254.26"
"492","2022-07-07"," 9:30:00 AM","2022-07-07"," 10:39:00 AM","","","","","","","20.09","-10464.11"
"492.1","2022-07-07"," 9:33:00 AM","2022-07-07"," 9:34:00 AM","CE","34700","Buy","225","103.85","95.45","","-1889.92"
"492.2","2022-07-07"," 9:32:00 AM","2022-07-07"," 9:33:00 AM","PE","34500","Buy","225","105.60","93.45","","-2733.64"
"492.3","2022-07-07"," 9:45:00 AM","2022-07-07"," 9:48:00 AM","PE","34500","Buy","225","98.50","94.50","","-899.21"
"492.4","2022-07-07"," 9:37:00 AM","2022-07-07"," 9:38:00 AM","CE","34700","Buy","225","105.80","95.40","","-2340.13"
"492.5","2022-07-07"," 10:38:00 AM","2022-07-07"," 10:39:00 AM","CE","34700","Buy","225","111.91","102.85","","-2037.91"
"492.6","2022-07-07"," 9:54:00 AM","2022-07-07"," 9:56:00 AM","PE","34500","Buy","225","104.75","102.25","","-563.29"
"493","2022-07-08"," 9:30:00 AM","2022-07-08"," 3:10:00 PM","","","","","","","19.07","-506.45"
"493.1","2022-07-08"," 9:46:00 AM","2022-07-08"," 9:51:00 AM","CE","35900","Buy","225","102.00","99.75","","-506.45"
"494","2022-07-11"," 9:30:00 AM","2022-07-11"," 3:10:00 PM","","","","","","","19.14","-2902.66"
"494.1","2022-07-11"," 9:46:00 AM","2022-07-11"," 9:48:00 AM","CE","35800","Buy","225","117.31","107.80","","-2140.32"
"494.2","2022-07-11"," 10:14:00 AM","2022-07-11"," 10:32:00 AM","CE","35800","Buy","225","117.81","109.30","","-1915.55"
"494.3","2022-07-11"," 2:06:00 PM","2022-07-11"," 2:08:00 PM","CE","35800","Buy","225","122.06","127.19","","1153.21"
"495","2022-07-12"," 9:30:00 AM","2022-07-12"," 3:10:00 PM","","","","","","","18.57","134.65"
"495.1","2022-07-12"," 11:37:00 AM","2022-07-12"," 11:43:00 AM","PE","34800","Buy","225","109.70","113.84","","931.10"
"495.2","2022-07-12"," 12:23:00 PM","2022-07-12"," 12:32:00 PM","PE","34800","Buy","225","120.86","112.09","","-1972.46"
"495.3","2022-07-12"," 3:01:00 PM","2022-07-12"," 3:02:00 PM","PE","34800","Buy","225","120.71","125.94","","1176.00"
"496","2022-07-13"," 9:30:00 AM","2022-07-13"," 3:10:00 PM","","","","","","","18.32","-967.04"
"496.1","2022-07-13"," 9:55:00 AM","2022-07-13"," 10:05:00 AM","PE","35000","Buy","225","124.51","119.44","","-1141.19"
"496.2","2022-07-13"," 10:20:00 AM","2022-07-13"," 10:21:00 AM","PE","34900","Buy","225","102.20","112.94","","2417.05"
"496.3","2022-07-13"," 10:25:00 AM","2022-07-13"," 10:27:00 AM","PE","34900","Buy","225","123.41","113.44","","-2242.90"
"497","2022-07-14"," 9:30:00 AM","2022-07-14"," 11:49:00 AM","","","","","","","18.28","8399.52"
"497.1","2022-07-14"," 9:34:00 AM","2022-07-14"," 9:35:00 AM","CE","34900","Buy","225","117.71","169.17","","11577.72"
"497.2","2022-07-14"," 11:33:00 AM","2022-07-14"," 11:34:00 AM","PE","34700","Buy","225","95.40","100.65","","1181.69"
"497.3","2022-07-14"," 9:36:00 AM","2022-07-14"," 9:37:00 AM","CE","35000","Buy","225","118.81","109.20","","-2163.15"
"497.4","2022-07-14"," 9:50:00 AM","2022-07-14"," 9:51:00 AM","CE","35000","Buy","225","114.36","116.09","","390.32"
"497.5","2022-07-14"," 11:36:00 AM","2022-07-14"," 11:37:00 AM","PE","34700","Buy","225","102.30","94.00","","-1867.08"
"497.6","2022-07-14"," 11:47:00 AM","2022-07-14"," 11:49:00 AM","PE","34700","Buy","225","101.55","98.35","","-719.99"
"498","2022-07-15"," 9:30:00 AM","2022-07-15"," 3:10:00 PM","","","","","","","17.82","-2191.10"
"498.1","2022-07-15"," 9:39:00 AM","2022-07-15"," 9:47:00 AM","PE","33900","Buy","225","114.46","105.20","","-2083.46"
"498.2","2022-07-15"," 9:51:00 AM","2022-07-15"," 10:10:00 AM","PE","33900","Buy","225","117.66","121.14","","783.14"
"498.3","2022-07-15"," 10:51:00 AM","2022-07-15"," 10:56:00 AM","PE","33800","Buy","225","110.96","107.00","","-890.77"
"499","2022-07-18"," 9:30:00 AM","2022-07-18"," 3:10:00 PM","","","","","","","17.80","2636.92"
"499.1","2022-07-18"," 9:33:00 AM","2022-07-18"," 9:37:00 AM","CE","35400","Buy","225","107.85","106.15","","-384.07"
"499.2","2022-07-18"," 11:21:00 AM","2022-07-18"," 11:27:00 AM","CE","35400","Buy","225","117.41","114.89","","-566.13"
"499.3","2022-07-18"," 12:12:00 PM","2022-07-18"," 12:25:00 PM","CE","35500","Buy","225","99.25","115.19","","3587.12"
"500","2022-07-19"," 9:30:00 AM","2022-07-19"," 3:10:00 PM","","","","","","","17.46","5583.25"
"500.1","2022-07-19"," 9:46:00 AM","2022-07-19"," 9:50:00 AM","CE","35600","Buy","225","119.36","125.69","","1423.68"
"500.2","2022-07-19"," 9:53:00 AM","2022-07-19"," 9:56:00 AM","CE","35700","Buy","225","106.80","115.14","","1876.28"
"500.3","2022-07-19"," 10:09:00 AM","2022-07-19"," 10:14:00 AM","CE","35800","Buy","225","97.00","107.15","","2283.28"
"501","2022-07-20"," 9:30:00 AM","2022-07-20"," 3:10:00 PM","","","","","","","16.81","11114.11"
"501.1","2022-07-20"," 9:41:00 AM","2022-07-20"," 9:43:00 AM","CE","36200","Buy","225","115.56","140.18","","5539.98"
"501.2","2022-07-20"," 9:44:00 AM","2022-07-20"," 9:48:00 AM","CE","36300","Buy","225","113.71","138.48","","5574.13"
"502","2022-07-21"," 9:30:00 AM","2022-07-21"," 3:10:00 PM","","","","","","","16.92","6067.36"
"502.1","2022-07-21"," 9:31:00 AM","2022-07-21"," 9:33:00 AM","CE","36000","Buy","225","131.42","171.76","","9078.39"
"502.2","2022-07-21"," 9:41:00 AM","2022-07-21"," 9:44:00 AM","CE","36100","Buy","225","116.81","109.35","","-1679.19"
"502.3","2022-07-21"," 9:46:00 AM","2022-07-21"," 9:47:00 AM","CE","36100","Buy","225","122.26","116.34","","-1331.84"
"503","2022-07-22"," 9:30:00 AM","2022-07-22"," 3:10:00 PM","","","","","","","16.84","-4869.26"
"503.1","2022-07-22"," 11:54:00 AM","2022-07-22"," 11:59:00 AM","CE","37200","Buy","225","113.46","111.29","","-486.53"
"503.2","2022-07-22"," 9:46:00 AM","2022-07-22"," 9:56:00 AM","PE","35700","Buy","225","113.31","104.15","","-2060.71"
"503.3","2022-07-22"," 10:02:00 AM","2022-07-22"," 10:06:00 AM","PE","35700","Buy","225","113.81","105.60","","-1847.18"
"503.4","2022-07-22"," 12:04:00 PM","2022-07-22"," 12:12:00 PM","CE","37300","Buy","225","100.65","98.50","","-483.65"
"503.5","2022-07-22"," 12:39:00 PM","2022-07-22"," 12:42:00 PM","CE","37300","Buy","225","110.76","110.79","","8.83"
"504","2022-07-25"," 9:30:00 AM","2022-07-25"," 3:10:00 PM","","","","","","","17.45","6682.09"
"504.1","2022-07-25"," 9:33:00 AM","2022-07-25"," 9:36:00 AM","PE","36200","Buy","225","108.95","102.15","","-1531.25"
"504.2","2022-07-25"," 9:45:00 AM","2022-07-25"," 9:50:00 AM","PE","36200","Buy","225","112.46","129.34","","3797.80"
"504.3","2022-07-25"," 9:53:00 AM","2022-07-25"," 9:56:00 AM","PE","36100","Buy","225","115.56","135.18","","4415.54"
"505","2022-07-26"," 9:30:00 AM","2022-07-26"," 3:10:00 PM","","","","","","","18.02","-1524.95"
"505.1","2022-07-26"," 9:32:00 AM","2022-07-26"," 9:34:00 AM","CE","37000","Buy","225","112.26","107.15","","-1149.68"
"505.2","2022-07-26"," 10:03:00 AM","2022-07-26"," 10:05:00 AM","PE","36000","Buy","225","101.55","104.35","","629.34"
"505.3","2022-07-26"," 10:11:00 AM","2022-07-26"," 10:13:00 AM","PE","36000","Buy","225","117.16","112.69","","-1004.61"
"506","2022-07-27"," 9:30:00 AM","2022-07-27"," 3:10:00 PM","","","","","","","18.55","3001.35"
"506.1","2022-07-27"," 9:36:00 AM","2022-07-27"," 9:40:00 AM","CE","36600","Buy","225","97.25","98.35","","248.00"
"506.2","2022-07-27"," 9:51:00 AM","2022-07-27"," 9:54:00 AM","CE","36600","Buy","225","107.95","128.19","","4552.18"
"506.3","2022-07-27"," 9:56:00 AM","2022-07-27"," 10:01:00 AM","CE","36700","Buy","225","98.80","90.80","","-1798.83"
"507","2022-07-28"," 9:30:00 AM","2022-07-28"," 11:16:00 AM","","","","","","","17.17","1351.14"
"507.1","2022-07-28"," 10:21:00 AM","2022-07-28"," 10:23:00 AM","CE","37300","Buy","225","97.45","92.55","","-1101.38"
"507.2","2022-07-28"," 9:34:00 AM","2022-07-28"," 9:36:00 AM","PE","37100","Buy","225","94.25","122.59","","6376.85"
"507.3","2022-07-28"," 9:37:00 AM","2022-07-28"," 9:39:00 AM","PE","37100","Buy","225","115.01","110.69","","-970.39"
"507.4","2022-07-28"," 9:40:00 AM","2022-07-28"," 9:43:00 AM","PE","37100","Buy","225","116.36","106.95","","-2117.62"
"507.5","2022-07-28"," 10:28:00 AM","2022-07-28"," 10:29:00 AM","CE","37300","Buy","225","103.95","99.55","","-990.39"
"507.6","2022-07-28"," 11:15:00 AM","2022-07-28"," 11:16:00 AM","CE","37300","Buy","225","114.91","115.59","","154.07"
"508","2022-07-29"," 9:30:00 AM","2022-07-29"," 3:10:00 PM","","","","","","","16.89","11077.26"
"508.1","2022-07-29"," 9:48:00 AM","2022-07-29"," 9:51:00 AM","PE","36800","Buy","225","114.11","104.90","","-2072.14"
"508.2","2022-07-29"," 10:08:00 AM","2022-07-29"," 10:28:00 AM","PE","36800","Buy","225","114.91","171.56","","12747.77"
"508.3","2022-07-29"," 10:35:00 AM","2022-07-29"," 10:39:00 AM","PE","36500","Buy","225","114.11","115.89","","401.63"
"509","2022-08-01"," 9:30:00 AM","2022-08-01"," 3:10:00 PM","","","","","","","17.43","-2512.67"
"509.1","2022-08-01"," 9:37:00 AM","2022-08-01"," 9:41:00 AM","CE","38100","Buy","225","108.20","99.45","","-1969.61"
"509.2","2022-08-01"," 9:46:00 AM","2022-08-01"," 9:47:00 AM","CE","38100","Buy","225","106.85","98.20","","-1946.82"
"509.3","2022-08-01"," 9:49:00 AM","2022-08-01"," 9:52:00 AM","CE","38100","Buy","225","107.95","114.19","","1403.76"
"510","2022-08-02"," 9:30:00 AM","2022-08-02"," 3:10:00 PM","","","","","","","18.07","4085.97"
"510.1","2022-08-02"," 9:34:00 AM","2022-08-02"," 9:39:00 AM","CE","38200","Buy","225","108.45","121.69","","2977.86"
"510.2","2022-08-02"," 10:10:00 AM","2022-08-02"," 10:14:00 AM","PE","37200","Buy","225","109.10","117.29","","1842.03"
"510.3","2022-08-02"," 9:41:00 AM","2022-08-02"," 9:42:00 AM","CE","38300","Buy","225","105.05","99.55","","-1238.02"
"510.4","2022-08-02"," 11:37:00 AM","2022-08-02"," 11:43:00 AM","CE","38300","Buy","225","108.45","110.69","","504.10"
"511","2022-08-03"," 9:30:00 AM","2022-08-03"," 3:10:00 PM","","","","","","","18.88","-2336.28"
"511.1","2022-08-03"," 9:31:00 AM","2022-08-03"," 9:33:00 AM","PE","37500","Buy","225","109.10","103.30","","-1306.40"
"511.2","2022-08-03"," 9:43:00 AM","2022-08-03"," 9:46:00 AM","PE","37500","Buy","225","121.11","125.29","","939.78"
"511.3","2022-08-03"," 10:24:00 AM","2022-08-03"," 10:25:00 AM","PE","37400","Buy","225","108.45","99.70","","-1969.67"
"512","2022-08-04"," 9:30:00 AM","2022-08-04"," 3:10:00 PM","","","","","","","18.55","-9111.13"
"512.1","2022-08-04"," 9:31:00 AM","2022-08-04"," 9:32:00 AM","CE","38200","Buy","225","112.06","97.05","","-3376.02"
"512.2","2022-08-04"," 9:32:00 AM","2022-08-04"," 9:33:00 AM","PE","38000","Buy","225","99.00","91.00","","-1798.88"
"512.3","2022-08-04"," 9:54:00 AM","2022-08-04"," 9:56:00 AM","CE","38200","Buy","225","107.85","102.15","","-1283.62"
"512.4","2022-08-04"," 9:40:00 AM","2022-08-04"," 9:42:00 AM","PE","38000","Buy","225","101.60","95.40","","-1394.66"
"512.5","2022-08-04"," 9:44:00 AM","2022-08-04"," 9:46:00 AM","PE","38000","Buy","225","93.65","88.06","","-1257.94"
"513","2022-08-05"," 9:30:00 AM","2022-08-05"," 3:10:00 PM","","","","","","","19.02","-5566.95"
"513.1","2022-08-05"," 9:58:00 AM","2022-08-05"," 10:02:00 AM","CE","38800","Buy","225","107.05","109.40","","526.90"
"513.2","2022-08-05"," 9:45:00 AM","2022-08-05"," 9:48:00 AM","PE","36900","Buy","225","114.11","105.90","","-1847.25"
"513.3","2022-08-05"," 10:03:00 AM","2022-08-05"," 10:04:00 AM","CE","38800","Buy","225","115.01","105.70","","-2094.83"
"513.4","2022-08-05"," 10:32:00 AM","2022-08-05"," 10:34:00 AM","CE","38800","Buy","225","118.21","108.65","","-2151.77"
"514","2022-08-08"," 9:30:00 AM","2022-08-08"," 3:10:00 PM","","","","","","","19.84","4658.00"
"514.1","2022-08-08"," 9:37:00 AM","2022-08-08"," 9:42:00 AM","CE","38400","Buy","225","104.10","112.69","","1933.11"
"514.2","2022-08-08"," 9:44:00 AM","2022-08-08"," 9:49:00 AM","CE","38400","Buy","225","120.86","136.08","","3424.84"
"514.3","2022-08-08"," 9:50:00 AM","2022-08-08"," 9:51:00 AM","CE","38500","Buy","225","112.46","109.35","","-699.95"
"515","2022-08-10"," 9:30:00 AM","2022-08-10"," 3:10:00 PM","","","","","","","20.03","-16.17"
"515.1","2022-08-10"," 9:32:00 AM","2022-08-10"," 9:33:00 AM","PE","37900","Buy","225","105.50","101.95","","-799.59"
"515.2","2022-08-10"," 9:36:00 AM","2022-08-10"," 9:37:00 AM","PE","37900","Buy","225","108.75","117.94","","2067.00"
"515.3","2022-08-10"," 9:40:00 AM","2022-08-10"," 9:41:00 AM","PE","37800","Buy","225","107.65","101.95","","-1283.58"
"516","2022-08-11"," 9:30:00 AM","2022-08-11"," 3:10:00 PM","","","","","","","18.91","4475.85"
"516.1","2022-08-11"," 9:34:00 AM","2022-08-11"," 9:35:00 AM","CE","38700","Buy","225","131.57","120.94","","-2390.91"
"516.2","2022-08-11"," 9:43:00 AM","2022-08-11"," 9:45:00 AM","CE","38800","Buy","225","85.94","109.99","","5411.71"
"516.3","2022-08-11"," 9:48:00 AM","2022-08-11"," 9:50:00 AM","CE","38800","Buy","225","129.86","136.33","","1455.05"
"517","2022-08-12"," 9:30:00 AM","2022-08-12"," 3:10:00 PM","","","","","","","17.98","2747.63"
"517.1","2022-08-12"," 11:25:00 AM","2022-08-12"," 11:41:00 AM","CE","39400","Buy","225","116.46","134.03","","3954.32"
"517.2","2022-08-12"," 12:28:00 PM","2022-08-12"," 12:35:00 PM","CE","39500","Buy","225","115.76","110.39","","-1206.69"
"518","2022-08-16"," 9:30:00 AM","2022-08-16"," 3:10:00 PM","","","","","","","18.17","-707.64"
"518.1","2022-08-16"," 9:41:00 AM","2022-08-16"," 9:43:00 AM","CE","39700","Buy","225","114.61","105.35","","-2083.49"
"518.2","2022-08-16"," 11:21:00 AM","2022-08-16"," 11:22:00 AM","PE","39000","Buy","225","118.66","136.03","","3908.85"
"518.3","2022-08-16"," 11:48:00 AM","2022-08-16"," 11:55:00 AM","PE","38900","Buy","225","115.21","111.89","","-745.55"
"518.4","2022-08-16"," 11:58:00 AM","2022-08-16"," 11:59:00 AM","PE","38800","Buy","225","98.15","90.20","","-1787.44"
"519","2022-08-17"," 9:30:00 AM","2022-08-17"," 3:10:00 PM","","","","","","","17.57","3012.45"
"519.1","2022-08-17"," 10:14:00 AM","2022-08-17"," 10:18:00 AM","CE","39500","Buy","225","113.36","112.19","","-261.62"
"519.2","2022-08-17"," 9:31:00 AM","2022-08-17"," 9:35:00 AM","PE","39000","Buy","225","104.95","106.45","","336.22"
"519.3","2022-08-17"," 9:40:00 AM","2022-08-17"," 9:41:00 AM","PE","39000","Buy","225","112.46","100.55","","-2678.96"
"519.4","2022-08-17"," 2:50:00 PM","2022-08-17"," 3:01:00 PM","CE","39500","Buy","225","123.86","148.83","","5616.82"
"520","2022-08-18"," 9:30:00 AM","2022-08-18"," 3:10:00 PM","","","","","","","17.83","14749.94"
"520.1","2022-08-18"," 9:32:00 AM","2022-08-18"," 9:34:00 AM","CE","39400","Buy","225","113.16","113.99","","188.20"
"520.2","2022-08-18"," 12:02:00 PM","2022-08-18"," 12:03:00 PM","PE","39300","Buy","225","102.05","93.80","","-1855.78"
"520.3","2022-08-18"," 9:36:00 AM","2022-08-18"," 9:41:00 AM","CE","39400","Buy","225","124.91","166.77","","9417.18"
"520.4","2022-08-18"," 9:50:00 AM","2022-08-18"," 9:51:00 AM","CE","39500","Buy","225","121.81","152.92","","7000.34"
"521","2022-08-19"," 9:30:00 AM","2022-08-19"," 3:10:00 PM","","","","","","","17.64","22168.00"
"521.1","2022-08-19"," 9:40:00 AM","2022-08-19"," 9:43:00 AM","PE","38900","Buy","225","110.26","103.35","","-1554.03"
"521.2","2022-08-19"," 10:54:00 AM","2022-08-19"," 10:57:00 AM","PE","38900","Buy","225","112.91","130.73","","4011.34"
"521.3","2022-08-19"," 11:04:00 AM","2022-08-19"," 11:10:00 AM","PE","38700","Buy","225","103.10","190.70","","19710.69"
"522","2022-08-22"," 9:30:00 AM","2022-08-22"," 3:10:00 PM","","","","","","","19.19","-5091.84"
"522.1","2022-08-22"," 9:38:00 AM","2022-08-22"," 9:41:00 AM","PE","37800","Buy","225","110.76","102.80","","-1790.27"
"522.2","2022-08-22"," 10:42:00 AM","2022-08-22"," 10:48:00 AM","PE","37800","Buy","225","114.51","107.25","","-1633.70"
"522.3","2022-08-22"," 1:32:00 PM","2022-08-22"," 1:36:00 PM","PE","37800","Buy","225","116.46","109.05","","-1667.87"
"523","2022-08-23"," 9:30:00 AM","2022-08-23"," 3:10:00 PM","","","","","","","18.83","4324.93"
"523.1","2022-08-23"," 9:32:00 AM","2022-08-23"," 9:34:00 AM","CE","38800","Buy","225","98.50","102.50","","899.89"
"523.2","2022-08-23"," 9:38:00 AM","2022-08-23"," 9:40:00 AM","CE","38800","Buy","225","104.05","128.64","","5531.32"
"523.3","2022-08-23"," 9:42:00 AM","2022-08-23"," 9:43:00 AM","CE","38900","Buy","225","115.91","106.55","","-2106.28"
"524","2022-08-24"," 9:30:00 AM","2022-08-24"," 3:10:00 PM","","","","","","","19.03","2042.54"
"524.1","2022-08-24"," 10:13:00 AM","2022-08-24"," 10:17:00 AM","CE","39100","Buy","225","105.50","96.95","","-1924.03"
"524.2","2022-08-24"," 9:33:00 AM","2022-08-24"," 9:36:00 AM","PE","38400","Buy","225","97.60","100.70","","697.69"
"524.3","2022-08-24"," 9:40:00 AM","2022-08-24"," 9:41:00 AM","PE","38400","Buy","225","112.81","117.69","","1099.07"
"524.4","2022-08-24"," 10:20:00 AM","2022-08-24"," 10:23:00 AM","CE","39100","Buy","225","103.65","117.24","","3057.65"
"524.5","2022-08-24"," 10:52:00 AM","2022-08-24"," 10:55:00 AM","CE","39200","Buy","225","97.95","94.00","","-887.84"
"525","2022-08-25"," 9:30:00 AM","2022-08-25"," 11:51:00 AM","","","","","","","17.37","-5201.86"
"525.1","2022-08-25"," 9:34:00 AM","2022-08-25"," 9:36:00 AM","CE","39400","Buy","225","100.85","94.70","","-1383.25"
"525.2","2022-08-25"," 9:32:00 AM","2022-08-25"," 9:33:00 AM","PE","39300","Buy","225","127.46","117.14","","-2322.52"
"525.3","2022-08-25"," 9:41:00 AM","2022-08-25"," 9:43:00 AM","PE","39300","Buy","225","113.91","113.69","","-48.10"
"525.4","2022-08-25"," 10:01:00 AM","2022-08-25"," 10:07:00 AM","CE","39400","Buy","225","105.65","100.10","","-1249.40"
"525.5","2022-08-25"," 10:19:00 AM","2022-08-25"," 10:21:00 AM","PE","39300","Buy","225","124.31","117.24","","-1590.92"
"525.6","2022-08-25"," 11:49:00 AM","2022-08-25"," 11:51:00 AM","CE","39400","Buy","225","108.75","114.94","","1392.33"
"526","2022-08-26"," 9:30:00 AM","2022-08-26"," 3:10:00 PM","","","","","","","18.04","-2876.91"
"526.1","2022-08-26"," 9:32:00 AM","2022-08-26"," 9:34:00 AM","CE","40000","Buy","225","112.61","110.49","","-475.10"
"526.2","2022-08-26"," 9:42:00 AM","2022-08-26"," 9:47:00 AM","PE","38300","Buy","225","105.75","103.20","","-574.76"
"526.3","2022-08-26"," 10:47:00 AM","2022-08-26"," 10:52:00 AM","PE","38300","Buy","225","114.11","110.89","","-722.81"
"526.4","2022-08-26"," 10:59:00 AM","2022-08-26"," 11:02:00 AM","PE","38200","Buy","225","110.21","105.30","","-1104.24"
"527","2022-08-29"," 9:30:00 AM","2022-08-29"," 3:10:00 PM","","","","","","","20.34","-1294.95"
"527.1","2022-08-29"," 9:49:00 AM","2022-08-29"," 10:06:00 AM","CE","39000","Buy","225","108.20","102.45","","-1294.95"
"528","2022-08-30"," 9:30:00 AM","2022-08-30"," 3:10:00 PM","","","","","","","19.00","20004.50"
"528.1","2022-08-30"," 10:42:00 AM","2022-08-30"," 10:52:00 AM","CE","39100","Buy","225","99.55","144.48","","10108.79"
"528.2","2022-08-30"," 12:05:00 PM","2022-08-30"," 12:07:00 PM","CE","39200","Buy","225","121.26","114.44","","-1534.02"
"528.3","2022-08-30"," 12:21:00 PM","2022-08-30"," 12:28:00 PM","CE","39200","Buy","225","125.81","176.61","","11429.72"
"529","2022-09-01"," 9:30:00 AM","2022-09-01"," 2:07:00 PM","","","","","","","19.87","23064.69"
"529.1","2022-09-01"," 9:37:00 AM","2022-09-01"," 9:38:00 AM","CE","39400","Buy","225","125.86","183.66","","13003.93"
"529.2","2022-09-01"," 1:57:00 PM","2022-09-01"," 1:58:00 PM","PE","39000","Buy","225","110.11","84.56","","-5748.15"
"529.3","2022-09-01"," 9:42:00 AM","2022-09-01"," 9:44:00 AM","CE","39600","Buy","225","98.50","111.49","","2923.87"
"529.4","2022-09-01"," 9:45:00 AM","2022-09-01"," 9:47:00 AM","CE","39600","Buy","225","127.16","171.86","","10057.61"
"529.5","2022-09-01"," 1:59:00 PM","2022-09-01"," 2:00:00 PM","PE","39000","Buy","225","106.30","101.70","","-1035.90"
"529.6","2022-09-01"," 2:06:00 PM","2022-09-01"," 2:07:00 PM","PE","39000","Buy","225","121.06","138.23","","3863.33"
"530","2022-09-02"," 9:30:00 AM","2022-09-02"," 3:10:00 PM","","","","","","","19.57","-3762.47"
"530.1","2022-09-02"," 9:46:00 AM","2022-09-02"," 9:50:00 AM","CE","40400","Buy","225","105.95","106.40","","99.86"
"530.2","2022-09-02"," 9:37:00 AM","2022-09-02"," 9:40:00 AM","PE","38000","Buy","225","110.86","102.90","","-1790.30"
"530.3","2022-09-02"," 2:09:00 PM","2022-09-02"," 2:13:00 PM","CE","40400","Buy","225","113.66","104.45","","-2072.04"
"531","2022-09-05"," 9:30:00 AM","2022-09-05"," 3:10:00 PM","","","","","","","19.99","-1983.14"
"531.1","2022-09-05"," 9:32:00 AM","2022-09-05"," 9:38:00 AM","CE","40500","Buy","225","99.25","92.20","","-1585.29"
"531.2","2022-09-05"," 10:12:00 AM","2022-09-05"," 10:14:00 AM","CE","40500","Buy","225","99.85","107.75","","1776.64"
"531.3","2022-09-05"," 12:24:00 PM","2022-09-05"," 12:28:00 PM","CE","40500","Buy","225","119.26","109.60","","-2174.50"
"532","2022-09-06"," 9:30:00 AM","2022-09-06"," 3:10:00 PM","","","","","","","19.50","4794.70"
"532.1","2022-09-06"," 9:32:00 AM","2022-09-06"," 9:36:00 AM","PE","39100","Buy","225","103.60","108.20","","1033.67"
"532.2","2022-09-06"," 9:39:00 AM","2022-09-06"," 9:41:00 AM","PE","39100","Buy","225","113.76","119.54","","1301.25"
"532.3","2022-09-06"," 10:12:00 AM","2022-09-06"," 10:24:00 AM","PE","39000","Buy","225","112.21","123.14","","2459.77"
"533","2022-09-07"," 9:30:00 AM","2022-09-07"," 3:10:00 PM","","","","","","","19.58","-417.97"
"533.1","2022-09-07"," 9:31:00 AM","2022-09-07"," 9:33:00 AM","PE","38900","Buy","225","108.30","111.54","","729.02"
"533.2","2022-09-07"," 9:38:00 AM","2022-09-07"," 9:39:00 AM","PE","38800","Buy","225","100.25","95.15","","-1146.98"
"534","2022-09-08"," 9:30:00 AM","2022-09-08"," 3:10:00 PM","","","","","","","18.83","-1077.99"
"534.1","2022-09-08"," 9:31:00 AM","2022-09-08"," 9:35:00 AM","CE","40000","Buy","225","95.20","101.50","","1417.87"
